autor_data	autor_nome	autor_endereco	autor_titulo	autor_comentario	autor_viagem
17-01-2021	CONRADO MONTEIRO	FORTALEZA, CE	PASSEAR COM ESPOSA	PENA NÃO SER MAIS A MESMA PRAIA DE IRACEMA! COM A ESPERANÇA DE ESTAR MELHOR QUE A BEIRA MAR PELAS OBRAS! ESPERO QUE MELHOREM	PRAIA DE IRACEMA - FORTALEZA (CE)
13-01-2021	SANTOS_CARLA7	SÃO PAULO, SP	VISTA LINDA	A VISTA É MUITO BONITA, IGUALMENTE COMO A ORLA DA PRAIA. BEM POLICIADA E UM BAIRRO AO REDOR BEM BONITO TAMBÉM.	PRAIA DE IRACEMA - FORTALEZA (CE)
10-01-2021	ÁGHATA L PLANO DE PRATO	RIO DE JANEIRO, RJ	PRAIA ANIMADA NO FIM DE SEMANA	EU SOU CARIOCA E ME SENTI NUMA AGITAÇÃO MAIOR DO QUE EM COPACABANA AOS DOMINGOS. PATINS, BIKE, MINI FEIRA, COMIDAS TÍPICAS, VATAPÁ, MUITO ADOLESCENTE NA RUA, GALERA ANDANDO DE TRICICLO... DÁ UM MEDINHO. A ÁGUA NÃO É CLARA, MAS É QUENTINHA E TEM A PONTE DOS INGLESES. QUE É FEIA E CHEIA, MAS TEM VISTA LEGAL.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-12-2020	EDVALDOARAUJO	MACEIÓ, AL	PRAIA SUJA	A PRAIA É SUJA, AO CHEGAR O CHEIRO DE ESGOTO JÁ DESANIMA. POUCAS OPÇÕES DE COMIDA E DIVERSÃO NA ORLA.	PRAIA DE IRACEMA - FORTALEZA (CE)
25-12-2020	ELIANE	BELO HORIZONTE, MG	PRAIA COM FAIXA DE AREIA ENORME, ANDA MUITO P CHEGAR NO MAR.	PRAIA COM FAIXA DE AREIA ENORME, NÃO TEM QUIOSQUES, TEM AMBULANTES APENAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-12-2020	ANA R	SÃO PAULO, SP	LINDA MAS HÁ PRAIAS MELHORES	A PRAIA É LINDA, COMO TODAS DE FORTALEZA MAS EXISTEM PRAIAS MELHORES PRA PASSAR O DIA. O MAR É BRAVO, A FAIXA DE AREIA MUITO EXTENSA E AS PESSOAS QUE FREQUENTAM SÃO BASTANTE BARULHENTAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-12-2020	NORTONLIMAJR	JUAZEIRO DO NORTE, CE	BAIRROS EM RUÍNAS	A IMAGEM DA PAISAGEM ABANDONADA. A INSEGURANÇA DOMINA O LOCAL. OUTRO EXEMPLO DO DESCASO GOVERNAMENTAL, INFELIZMENTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
15-12-2020	CLAUDI0_OFF_	RIO DE JANEIRO, RJ	MARAVILHOSA	PRAIA MUITO BOA E SEGURA COM POLICIAMENTO, TEM OPÇÕES DAS BATATINHAS COM GUARDA SOL E CADEIRAS PARA ALUGUEL, PRÓXIMO TEM A FEIRINHA DE ARTESANATO.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-12-2020	TATIANA E	SÃO PAULO, SP	PRAIA MUITO SEGURA!	ADOREI FICAR NA PRAIA DE IRACEMA, PRAIA ENORME, MUITA GENTE ANDANDO NA PARTE DA TARDE, FAZENDO EXERCÍCIOS A CÉU ABERTO, OTIMO	PRAIA DE IRACEMA - FORTALEZA (CE)
24-11-2020	ROSINEIDE MEDEIROS	NATAL, RN	CALÇADÃO DA PRAIA DE IRACEMA	PRAIA DE IRACEMA ESTÁ PASSANDO POR REFORMA,COM A CRIAÇÃO DE UM CALÇADÃO PARA CORRIDA/ CAMINHADA E OUTRO PARA BICICLETA/PATINS. ESTIVE A NOITE E VI MUITAS FAMÍLIAS USUFRUINDO DO LOCAL . MUITO BOM!	PRAIA DE IRACEMA - FORTALEZA (CE)
24-11-2020	ALEXANDRE L	BELO HORIZONTE, MG	ÓTIMO LUGAR PARA CAMINHAR.	A ORLA DE IRACEMA ESTÁ EM OBRAS, MAIS VALE A PENA UMA CAMINHADA A NOITE. LOCAL BEM ILUMINADO E COM BOA SEGURANÇA.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-09-2020	FRANCISCO JM LANFREDI	SANTOS, SP	CAMINHAR	NO ESTIVE NO MAR, MAS SIM PELO CALÇADÃO, ONDE É BEM GOSTOSO CAMINHAR À NOITE, TOMANDO-SE CUIDADO COM A SEGURANÇA. DURANTE O DIA É BASTANTE QUENTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
14-09-2020	RAFAELLA L	SÃO GONÇALO, RJ	LAZER E PRAIA	A PRAIA ESTÁ COM TRECHO EM OBRA, MAS BASTANTE MOVIMENTADA COM LAZER, PESSOAS ANDANDO DE PATINS, BIKE, PASSEANDO COM OS DOGUINHOS. PERFEITO! A NOITE TEM A FEIRINHA COM MUITA VARIEDADE DE ROUPAS, LEMBRANÇAS E COMIDA. SUPER INDICO CONHECER.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-09-2020	VITOR MATTA	RIO DE JANEIRO, RJ	PÔR DO SOL LINDO	UMA PRAIA BONITO , COM UMA ORLA QUE POSSUI DIVERSOS SERVIÇOS, PONTOS CULTURAIS E HISTÓRICOS, ALÉM DE UM PÔR DO SOL LINDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
10-09-2020	FAGNER C	CATAGUASES, MG	ÓTIMA ORLA .	PRAIA EM FASE DE MANUTENÇÃO,  JA ESTA BOM, QUANDO TERMINAR AS OBRAS IRÁ FICAR INCRÍVEL,  ÓTIMA ORLA PRA EXERCICIO FÍSICO DE TODOS OS TIPOS, MUITAS OPÇÕES DE QUIOSQUES BEM MOVIMENTADOS, ORLA COM ÓTIMOS RESTAURANTES E SORVETERIAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
9-09-2020	RAÍSSA MARCHON	TERESÓPOLIS, RJ	PRAIA BOA PARA PRÁTICA DE ESPORTES.	FIQUEI HOSPEDADA DE FRENTE PRA PRAIA E NELA ENCONTREI  VÁRIAS OPÇÕES DE ALUGUÉIS DE EQUIPAMENTOS PARA LAZER ESPORTIVO, BICICLETAS, PATINS ETC. AO ENTARDECER TBM É POSSÍVEL ENCONTRAR VÁRIAS BARRACAS DE ALIMENTAÇÃO. PRÓXIMO AO "ESPIGÃO" FICA BEM MOVIMENTADO AOS FINAIS DE SEMANA E NÃO É UMA MOVIMENTAÇÃO POSITIVA, PARECENDO UM POUCO PERIGOSO, INCLUSIVE.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-09-2020	CLÁUDIA NV	SÃO PAULO, SP	AGITO	CALÇADÃO MOVIMENTADO PRINCIPALMENTE NO PERÍODO DA NOITE, COM DIFERENTES OPÇÕES DE COMÉRCIO. LOCAL DE AGITO E ENCONTRO PARA SHOWS, NA OCASIÃO TINHA PALCO MONTADO E APRESENTAÇÕES.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-08-2020	JOSEPH PEDRO	FORTALEZA, CE	NOITE DE DOMINGO	DOMINGO PASSADO... VAMOS PASSEAR. DO CALÇADÃO DO ATERRO DA PRAIA DE IRACEMA À PONTE METÁLICA. ESPOSA, FILHO E IRMÃ.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-08-2020	PONTESALEXANDRA	FORTALEZA, CE	LUGAR MUITO BONITO	AS PRAIAS DE FORTALEZA EM GERAL SÃO MUITO LINDAS, É QUE AS IMPEDE DE CHEGAR A UM PATAMAR MAIS ALTO SÃO OS PROBLEMAS RELACIONADOS A SEGURANÇA.	PRAIA DE IRACEMA - FORTALEZA (CE)
10-08-2020	NEIRYAAL	FORTALEZA, CE	PRAIA DE IRACEMA	ANTES DA PANDEMIA- BIKES DE TRIO, PATINS, FEIRINHAS, RESTAURANTE E CALÇADÃO, ATERRO AGREGAM A PRAIA E ENTORNO DE LUGAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-02-2020	PAULO P	RIO DE JANEIRO, RJ	GOSTEI	O LOCAL É AGRADÁVEL, A VISTA AGRADÁVEL, DIZEM QUE TEM POLUIÇÃO NO MAR, MAS ESCOLHENDO O LUGAR, VOCÊ ESTÁ MENOS EXPOSTO.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-06-2020	LUCIELLE P	BELÉM, PA	BADALADA	A PRAIA DE IRACEMA, FICA NA ORLA URBANA DE FORTALEZA, É UMA DAS PRINCIPAIS PRAIAS DA CIDADE. ELA TEM UMA PARTE ATERRADA, É MUITO CONHECIDA POR ABRIGAR GRANDES EVENTOS, FICA EM UMA REGIÃO PRÓXIMA DO CENTRO DA CIDADE E PRÓXIMA DE CASAS NOTURNAS. NESSA REGIÃO FICAM PONTOS DE INTERESSE COMO A ESTÁTUA DE IRACEMA, O ESPIGÃO, QUE TEM UMA VISTA BONITA DE FORTALEZA, E A PONTE DOS INGLESES (ATUALMENTE EM REFORMA). É UM LOCAL EXCELENTE PRA CURTIR A NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
29-06-2020	CCN	CUMBUCO, CE	EXCELENTE, BEM LOCALIZADA E COM BONS RESTAURANTES E VIDA NOTURNA	UMA DAS PRAIAS MAIS TRADICIONAIS DE FORTALEZA, COM ÁGUAS PRÓPRIAS PARA O BANHO NA MAIOR PARTE DO ANO, COM BONS RESTAURANTES, BARES E VIDA NOTURNA ANIMADA. BEM LOCALIZADA, PRÓXIMO AO CENTRO E AS DEMAIS ATRAÇÕES DA AV. BEIRA-MAR. INTERESSANTE PARA FAMÍLIAS EM VISITAS TURÍSTICAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-03-2020	ABORTOLOZO	VILA VELHA, ES	MUITO BOM, SÓ NÃO SERVE PARA BANHO	A PRAIA DE IRACEMA FICA NA ORLA DENTRO DA CIDADE. O FORTE DA PRAIA É A VIDA NOTURNA, POIS É IMPRÓPRIA PARA BANHO (A ÚNICA PRAIA DENTRO DE FORTALEZA PRÓPRIA PARA BANHO É A PRAIA DO FUTURO), ONDE HÁ O CALÇADÃO, BARES, RESTAURANTES E A FAMOSA ESTÁTUA DA IRACEMA. DURANTE O VERÃO DE 2020 HAVIA UM PALCO COM SHOWS, ALÉM DE A FAMOSA FEIRINHA DE ARTESANATO TER SIDO TRANSFERIDA PARA LÁ PROVISORIAMENTE DEVIDO ÀS OBRAS NO RESTANTE DA ORLA. RECOMENDO!	PRAIA DE IRACEMA - FORTALEZA (CE)
29-03-2020	MARCHELLOM82	GUARULHOS, SP	PRAIA POLUÍDA	A PRAIA É BEM LOCALIZADA E SEGURA, MAS SÓ. A ÁGUA É IMPRÓPRIA E NÃO É POSSÍVEL TOMAR BANHO E NEM FREQUENTAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-03-2020	MARCUS VINICIUS M	SÃO PAULO, SP	ÓTIMO LOCALIZAÇÃO, MAS PARA VIDA NOTURNA.	FIQUEI 12 DIAS HOSPEDADO EM IRACEMA JUNTO COM MINHA ESPOSA.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-03-2020	HILDEVANIA F	BRASÍLIA, DF	ORLA EM REFORMA	A ORLA ESTÁ EM OBRAS, TODO OS RESTAURANTES E QUIOSQUES ESTÃO COM A QUALIDADE COMPROMETIDAS POR CONTA DISSO..	PRAIA DE IRACEMA - FORTALEZA (CE)
16-03-2020	BEATRIZ GIBOLI	PIRACICABA, SP	EM REFORMA	NO PERÍODO QUE FOMOS TODA A EXTENSÃO QUE  PERCORREMOS DA PRAIA ESTAVA EM REFORMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
11-03-2020	CRISTIANE BRAGUIM	SÃO PAULO, SP	DENTRO DO ESPERADO!	ESPERAVA MAIS DA PRAIA DE IRACEMA, A REFORMA DA VIA DEIXOU TUDO BAGUNÇADO E CONFUSO! E A PRAIA IMPROPRIA PARA BANHO!	PRAIA DE IRACEMA - FORTALEZA (CE)
8-03-2020	REIS-CUIABÁ-MT-BRASIL	CUIABÁ, MT	BONITA!	BONITA PRAIA, PORÉM, RECOMENDO SÓ OLHAR E NÃO ENTRAR NA ÁGUA, AINDA É POLUÍDA (PARA TOMAR BANHO VÁ NAS PRAIAS FORA DA CIDADE DE FORTALEZA, SÃO MAIS LIMPAS). A NOITE TEM MUITA GENTE ANDANDO PELA CALÇADA, PORÉM, DEVE-SE IR DEPOIS DAS 18H00 FICANDO ATÉ 21/22H00 EM FACE DA VIOLÊNCIA URBANA.	PRAIA DE IRACEMA - FORTALEZA (CE)
8-03-2020	ANGELA	ESTREMOZ, PORTUGAL	PRAIA SIMPLES E ENCANTADORA	A PRAIA É SIMPLES, QUANDO COMPARADA POR EXEMPLO COM A PRAIA DO FUTURO. NO ENTANTO VALE SEMPRE A PENA DAR UM PASSEIO POR LÁ.	PRAIA DE IRACEMA - FORTALEZA (CE)
6-03-2020	JULIO CESAR CANDIDO	JABOATÃO DOS GUARARAPES, PE	SIMPLES, MAS VALE CONFERIR.	A PRAIA É SIMPLES. NÃO TEM MUITA COISA, MAS CLARO É LOCAL OBRIGATÓRIO DE VISITA QUANDO SE ESTÁ EM FORTALEZA. NÃO RECOMENDO BANHO. ACHEI O MAR VIOLENTO, ALÉM DE QUE HÁ UM ESGOTO QUE DÁ NA PRAIA. POSSÍVEL DE SER VISTO QUANDO SE ESTÁ NO ESPIGÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
6-03-2020	AGOES_BR	FORTALEZA, CE	A BELEZA DA CIDADE SE RENDE AOS ENCANTOS DA NATUREZA.	A BELEZA DA CIDADE SE RENDE AOS ENCANTOS DA NATUREZA. TERRA DE ENCANTO E BELEZA, "DE ONDE CANTA A JANDAIA, NAS FRONTES DA CARNAÚBA, VERDES MARES SERENAI", BEM JA DIZIA O NOBRE JOSÉ DE ALENCAR. MARES VASTOS E ACALENTADORES ABRAÇAM OS QUE NA PRAIA DE IRACEMA CHEGAM.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-03-2020	ANALU9172	RIO DE JANEIRO, RJ	ANIMADA. LOCAL DE EVENTOS.	FIQUEI HOSPEDADA NUM HOTEL PRÓXIMO A PRAIA DE IRACEMA. CAMINHEI NO CALÇADÃO E SEMPRE TINHA MOVIMENTO. A FEIRA DE ARTESANATO NA PRAIA É VARIADA AGRADANDO A TODOS. OS MELHORES EVENTOS ACONTECEM NA PRAIA DE IRACEMA. FOI MUITO BOM!	PRAIA DE IRACEMA - FORTALEZA (CE)
1-03-2020	JACKELINE N	SALVADOR, BA	ONDE TUDO ACONTECE	PRAIA MUITO BONITA E BASTANTE MOVIMENTADA, ONDE ACONTECE TUDO DE MELHOR EM FORTALEZA. VALE SUPER A PENA CONHECER.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-03-2020	RICARDO ALEXANDRE	7 CONTRIBUIÇÕES	DIA DE PRAIA	UM BOM LUGAR,DEVIDO AS OBRAS DE REVITALIZAÇÃO TUDO ESTAR POUCO CONFUSO,MESMO ASSIM E UMA BOA OPÇÃO PARA TODOS OS GOSTOS	PRAIA DE IRACEMA - FORTALEZA (CE)
29-02-2020	GLAUCIA ALOS	2 CONTRIBUIÇÕES	PRAIA DE IRACEMA	PRAIA MUITO LINDA, PAISAGEM ENCANTADORA, PORÉM MAR IMPRÓPRIO PARA CRIANÇAS,COM ONDAS MUITO FORTES...	PRAIA DE IRACEMA - FORTALEZA (CE)
27-02-2020	JULIANA L	RIO DE JANEIRO, RJ	DECEPCIONANTE	PRAIA E ARREDORES DESTRUÍDO, MUITO LIXO , MUITA BARRAQUINHA DE COMIDA INFORMAL DEIXANDO O LUGAR MTO POPULAR E FEIO	PRAIA DE IRACEMA - FORTALEZA (CE)
24-02-2020	LEONILDES IENNE	JUNDIAÍ, SP	VIAGEM PARA FORTALEZA	AMO DEMAIS. TEM DE TUDO E É LINDA. TEM MUITO COMÉRCIO BOM PERTO, É UMA DELÍCIA CAMINHAR NA BEIRA MAR. PERTINHO TEM A IGREJINHA DE SÃO PEDRO QUE É MUITO ACONCHEGANTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-02-2020	SONIA F	FORTALEZA, CE	EXECENTE LOCAL PARA UMA BOA CAMINHADA VENDO A BELEZA DO MAR.	SE VC É MORADOR OU TURISTA , A BEIRA MAR É UM LOCAL MUITO BOM PRA NA MANHÃ OU NA NOITE FAZER  AQUELA CAMINHADA. AO ONGO DO CAMINHO VOCÊ PODE APRECIAR A VISTA DO MAR QUE É MUITO BONITA, TOMAR UMA DELICIOSA ÁGUA DE COCO QUE EXISTE NAS DIVERSAS BARRACAS NO CALCADÃO ASSIM COMO, A NOITE,  APRECIAR AS COMIDAS  TÍPICAS NESSAS BARRACAS OU RESTAURANTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-02-2020	ALEXANDRE P	LAVRAS, MG	DELÍCIA	ÓTIMA PRAIA,  MUITO MOVIMENTADA E BEM POLICIADA. TEM BASTANTES OPÇÕES DE BARRACAS E MUITA GENTE CURTINDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-02-2020	ODETE AP ALVARO	SÃO PAULO, SP	FÉRIAS	MARAVILHOSA MESMO SABENDO QUE ESTÁ EM REFORMA A ORLA E NÃO ESTÁ PRÓPRIA PARA BANHO LINDAS FOTOS TIREI	PRAIA DE IRACEMA - FORTALEZA (CE)
22-02-2020	SILVIO S	RIO CLARO, SP	PORCARIA	A PRAIA É HORRÍVEL.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-02-2020	JULIANA	TIJUCAS, SC	PRAIA DE IRACEMA	UM LUGAR BEM LOCALIZADO, COM CÂMERAS POR TODO CALÇADÃO.... SÓ QUE NÃO DÁ PRA CAMINHAR 50 METROS SEM TER ALGUÉM TE ABORDANDO PRA VENDER PACOTES DE PASSEIOS OU PEDIR DINHEIRO..	PRAIA DE IRACEMA - FORTALEZA (CE)
20-02-2020	@VETHO / EVERTHON BANHOS	VITÓRIA, ES	IRACEMA E SEUS ENCANTOS	A PRAIA DE IRACEMA É BEM TRANQUILA, NOTAMOS QUE É BEM POLICIADA, E FIQUEI MUITO FELIZ AO DESCOBRIR QUE A FEIRA DA BEIRA MAR ESTAVA NA PRAIA DE IRACEMA POR CONTA DA OBRA DE MODIFICAÇÃO E REESTRUTURAÇÃO DA ORLA DA PRAIA DE MEIRELES. DEI A SORTE PEGAR UM BLOCO DE PRÉ-CARNAVAL DURANTE MINHA ESTADIA.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-02-2020	LCSANDRADE2016	FORTALEZA, CE	UM DOS MELHORES PONTOS TURÍSTICOS DE FORTALEZA	CONSIDERO A PRAIA DE IRACEMA UM DOS MELHORES PONTOS TURÍSTICOS DE FORTALEZA, MUITA CULTURA E NATUREZA REUNIDOS NESTA PRAIA.	PRAIA DE IRACEMA - FORTALEZA (CE)
16-02-2020	GILMARIO OLIVEIRA	1 CONTRIBUIÇÃO	CURTINDO FORTALEZA	MUITO BOM RECOMENDO.EU E MINHA ESPOSA ADORAMOS A VIAJEM.VALE A PENA CONHECER CANOA QUEBRADA E JERICOACOARA LUGARES LINDOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
15-02-2020	ANA R	SÃO PAULO, SP	MARAVILHOSA	A PRAIA É LINDA ASSIM COMO A ESTÁTUA. DÁ PARA FAZER ESPORTE NA ORLA E NA AREIA E TEM UM PONTILHÃO QUE LEVA ATÉ O MEIO DO MAR. SENSACIONAL! SUGIRO ESCOLHER O LADO DA PRAIA ONDE A FAIXA DE AREIA É MAIS CURTA POIS NO LADO COM MAIS AREIA O MAR É MUITO BRAVO E PORTANTO IMPRÓPRIO PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-02-2020	RAIMUNDO	FORTALEZA, CE	JA FOI UM REDUTO DA BOHEMIA ALENCARINA	O LOCAL ESTA ESQUECIDO PELO PODER PUBLICO, CHEIO DE DROGADOS, CALÇADA MAL CONSERVADA, FIOS EXPOSTOS, LUZES QUEIMADAS. MAS VALE A PENA VISITAR PARA CONHECER! LEMBRANDO DE NAO LEVAR NADA DE VALOR Q CHAME A ATENCAO..	PRAIA DE IRACEMA - FORTALEZA (CE)
14-02-2020	AFONSOCCR	SANTOS DUMONT, MG	ÁREA DE LAZER E CULTURA	A PRAIA DE IRACEMA É CORTADA PELA AVENIDA BEIRA MAR, QUE ALTERNA ATIVIDADES DE VERANEIO NA PRAIA COM BARZINHOS ANIMADOS E UMA FAMOSA FEIRA DE ARTESANATO. SE DE UM LADO TEM O MAR, DO OUTRO TEM ALGUNS DOS EDIFÍCIOS MAIS BONITOS DA CIDADE, HOTÉIS REFINAMOS E RESTAURANTES QUE PERMITEM UM RELAX APRAZÍVEL NOS DIAS QUENTES DA CIDADE. OBRIGATÓRIO.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-02-2020	WELINGTONPENA	BARRETOS, SP	MUITO BOA	PRAIA MUITO BONITA, A MAIS CHARMOSA DE FORTALEZA, MUITO MOVIMENTADA, IDEAL PARA PRATICA DE CAMINHADA, PEDAL, ETC, A NOITE A FEIRINHA É A ATRAÇÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-02-2020	ISAC S	SÃO PAULO, SP	ÓTIMA PARA PASSAR A TARDE	ESTA PRAIA É MUITO BOA PARA PASSAR A TARDE E COMEÇO DA NOITE, É BEM BADALADA COM VÁRIAS BARRAQUINHAS NO CALÇADÃO E MUITO COMÉRCIO. A BALADA NOTURNA É ÓTIMA NO BAR DO PIRATA E BAR LÚPUS.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-02-2020	MONICA S	PETRÓPOLIS, RJ	BELA FORTALEZA!!!	LUGAR ÍMPAR E CHEIO DE CURIOSIDADES HUMORÍSTICAS!!! BOA COMIDA, BOM LUGA, BOA RECEPÇÃO!!! IR PRA FORTALEZA REJUVENESCE, LIMPA A ALMA!!!	PRAIA DE IRACEMA - FORTALEZA (CE)
12-02-2020	WALERIA BARBOSA	12 CONTRIBUIÇÕES	BOM PASSEIO	OTIMO PARA ANDAR AO FIM DA TARDE COM A FAMILIA, MUITAS OPÇÕES DE CONHECER O ARTESANATO LOCAL, PVARIAS ATIVIDADES PARA PRATICAR COMO BICICLETA, PATINS E OUTROS. TAMBEM MUITAS OPÇÕES EM COMIDAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-02-2020	SERGIO M	FORTALEZA, CE	PASSEIO CICLÍSTICO	UM DOS MELHORES POINTS DA CIDADE. LOCAL COM MUITOS BARES PARA TODOS OS TIPOS DE GOSTO. MUITAS OPÇÕES PARA DIVERSÃO. MUITO FREQUENTADO.	PRAIA DE IRACEMA - FORTALEZA (CE)
11-02-2020	LAURA NAKAZATO	TOYOTA, JAPÃO	PRAIA DE IRACEMA	PRAIA MARAVILHOSA! HÁ VÁRIOS RESTAURANTES NA ORLA QUE AGRADAM TODOS OS GOSTOS. A PRAIA E A ORLA INTEIRA COM MUITA SEGURANÇA. COM CERTEZA VOLTAREMOS LÁ!	PRAIA DE IRACEMA - FORTALEZA (CE)
10-02-2020	DÉBORA R	67 CONTRIBUIÇÕES	MELHOR ORLA	PRAIA TRANQUILA, LIMPA E BEM PROTEGIDA PELA POLICIA MILITAR. TEM FEIRINHA À NOITE E VÁRIAS OPÇÕES DE COMIDAS POPULARES.	PRAIA DE IRACEMA - FORTALEZA (CE)
8-02-2020	MAIQUELI	11 CONTRIBUIÇÕES	ÓTIMA	GOSTAMOS MUITO DA PRAIA DE IRACEMA, PRAIA CALMINHA COM POUCAS ONDAS E TAMBÉM HÁ CADEIRAS, SÓ COBRAM O CONSUMO, O CALÇADÃO DE IRACEMA É MUITO BONITO, DIFERENTE DO DE MEIRELES QUE ESTÁ EM OBRA (FOMOS EM JANEIRO 2020)	PRAIA DE IRACEMA - FORTALEZA (CE)
8-02-2020	ANTÔNIO A	MOSSORÓ, RN	O MERGULHO DO SOL NO MAR	A PRAIA DE IRACEMA NÃO SE RESTRINGE A APENAS UM LOCAL, NA REALIDADE, É TODA UMA EXTENSÃO DA ORLA MARÍTIMA QUE SE MISTURAM A OUTRAS PRAIAS, POR EXEMPLO, PODÍAMOS DEFINIR O TRECHO QUE FICA ENTRE A PONTE DOS INGLESES OU PONTE METÁLICA, ATÉ AS IMEDIAÇÕES DO CLUBE NAUTICO, MAS AS PESSOAS COSTUMAM CHAMAR TUDO DE PRAIA DE IRACEMA, PORÉM, DEPOIS DO CLUBE NÁUTICO, PODERÍAMOS CHAMAR DE BEIRA-MAR. ONDE FICAM LOCALIZADOS FAMOSOS RESTAURANTES, HOTÉIS, SORVETERIAS, O MERCADO DO PEIXE E A FAMOSA FEIRINHA DE ARTESANATO. É UM LOCAL BONITO, AGRADÁVEL, MUITA GENTE FAZENDO CAMINHADAS, PASSEANDO COM SEUS PETS E MUITAS BARRACAS NA BEIRA DA PRAIA A VENDER DIVERSAS BEBIDAS E COMIDAS, PRINCIPALMENTE PEIXES, CAMARÃO, ETC. AS PESSOAS SÃO SIMPÁTICAS, AGRADÁVEIS.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-02-2020	ROBSON R	BARRA BONITA, SP	SEMANA DE FÉRIAS	FICAMOS EM UM HOTEL PRÓXIMO A PRAIA DE IRACEMA. ÓTIMO LUGAR PARA FAZER CAMINHADA E RELAXAR. UMA PARTE DELA ESTÁ EM OBRA, MAS É PRA MELHORAR. EXISTE UMA FEIRA ONDE SE COMERCIALIZA DE TUDO, DESDE LANCHES ATÉ ARTESANATOS E ACESSÓRIOS PARA PRAIA. NÃO PRESENCIEI NENHUM MOVIMENTO ANORMAL. VALE A PENA CONHECER.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-02-2020	HILTON JOSÉ ROCHA	4 CONTRIBUIÇÕES	LUGAR DE MARAVILHAS.	PENSE EM UM LOCAL ARRETADO DE BOM!!! ESSA PRAIA É TUDO DE BOM PESSOAL!! QUANDO FOREM À FORTALEZA, NÃO DEIXEM DE CONHECÊ-LA. SIMPLESMENTE, SEM PALAVRAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-02-2020	LUANA G	GOIÂNIA, GO	ORLA EM REFORMA	A ORLA DA BEIRA MAR ESTÁ EM REFORMA, SENDO ASSIM ESTÁ MEIO CONFUSA, RUA CHEIA DE BURACO, MUITA POEIRA, NÃO FOI MUITO AGRADÁVEL PASSEAR POR ALI.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-02-2020	JAJ J	7 CONTRIBUIÇÕES	PRAIA HISTÓRICA	PRAIA HISTÓRICA E BONITA, VALE A PENA VISITAR, MAS PARA CURTIR A PRAIA E FICAR NO SOL, NÃO RECOMENDO...	PRAIA DE IRACEMA - FORTALEZA (CE)
1-02-2020	LUIZ CARDOSO	FORTALEZA, CE	PRAIA IMPRÓPRIA PARA BANHO	INFELIZMENTE, A PRAIA DE IRACEMA DE FORTALEZA ESTÁ SEMPRE IMPRÓPRIA PARA BANHO DEVIDO AO ESGOTO QUE DIARIAMENTE É DIRETAMENTE LANÇADO NAS ÁGUAS DA REGIÃO. DEPENDENDO DA HORA DÁ, INCLUSIVE, PARA VER AS ESPUMAS AMARELAS E O MAU CHEIRO DA ÁGUA. NA FAIXA DE AREIA NÃO É ACONSELHÁVEL FICAR, POIS A PREFEITURA DO MUNICÍPIO NÃO FILTRA A AREIA E HÁ MUITO LIXO ENTERRADO, COMO PEDAÇOS DE VIDRO, FEZES DE ANIMAIS, ETC.	PRAIA DE IRACEMA - FORTALEZA (CE)
